"query","function_calls","full_response","error"
"We're moving Dakota Wilson to Raj. Can you make that change in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Reassign Morgan Robinson to Sofia in the crm","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Raj is taking over Alex Jackson. Can you reassign them in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Reassign Rahul Martinez to Lena in the crm","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Akira is taking over Reese Thomas. Can you reassign them in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Reassign Reese Jones to Lena in the crm","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Lena is taking over Parker Martin. Can you reassign them in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Nadia is taking over Avery Martinez. Can you reassign them in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"We're moving Taylor Jackson to Raj. Can you make that change in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"We're moving Jamie Martin to Sofia. Can you make that change in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Akira is taking over all of Lena's leads that are interested in software. Can you reassign them in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Reassign all of Akira's leads that are interested in hardware to Lena in the crm.","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Reassign all of Nadia's leads that are interested in training to Lena in the crm.","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Lena is taking over all of Akira's leads that are interested in software. Can you reassign them in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Reassign all of Raj's leads that are interested in services to Sofia in the crm.","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Reassign all of Nadia's leads that are interested in consulting to Raj in the crm.","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Akira is taking over all of Lena's leads that are interested in hardware. Can you reassign them in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"We're moving all of Lena's leads that are interested in services to Sofia. Can you make that change in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Reassign all of Raj's leads that are interested in training to Akira in the crm.","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Reassign all of Lena's leads that are interested in services to Sofia in the crm.","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"I need to move all of Sofia's customers that are interested in services and are either qualified or in proposal to Raj. Can you make that change in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Raj is taking over all of Sofia's customers that are interested in training and are either qualified or in proposal. Can you reassign them in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Give Raj all of Nadia's customers that are interested in consulting and are either qualified or in proposal in the crm","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"I need to move all of Sofia's customers that are interested in training and are either qualified or in proposal to Nadia. Can you make that change in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Give Sofia all of Lena's customers that are interested in training and are either qualified or in proposal in the crm","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Give Nadia all of Sofia's customers that are interested in hardware and are either qualified or in proposal in the crm","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"I need to move all of Raj's customers that are interested in hardware and are either qualified or in proposal to Sofia. Can you make that change in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Give Akira all of Nadia's customers that are interested in hardware and are either qualified or in proposal in the crm","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Sofia is taking over all of Lena's customers that are interested in services and are either qualified or in proposal. Can you reassign them in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Sofia is taking over all of Raj's customers that are interested in consulting and are either qualified or in proposal. Can you reassign them in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"We no longer need to keep all of Sofia's customers that are in the won stage and interested in services. Can you delete them from the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"We no longer need to keep all of Sofia's customers that are in the qualified stage and interested in services. Can you delete them from the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"I need to move all of Raj's customers that are in the lost stage and interested in software to lost. Can you make that change in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"I need to move all of Lena's customers that are in the qualified stage and interested in hardware to lost. Can you make that change in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"I need to move all of Akira's customers that are in the qualified stage and interested in services to lost. Can you make that change in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"I need to move all of Akira's customers that are in the proposal stage and interested in software to lost. Can you make that change in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"I need to move all of Nadia's customers that are in the qualified stage and interested in training to lost. Can you make that change in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"I need to move all of Raj's customers that are in the won stage and interested in consulting to lost. Can you make that change in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"I need to move all of Raj's customers that are in the qualified stage and interested in services to lost. Can you make that change in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"We no longer need to keep all of Akira's customers that are in the lost stage and interested in hardware. Can you delete them from the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"I think there's a few customers that haven't responded to a proposal for the software product in 3 weeks. Can you move them to lost in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"I think there's a few customers that haven't responded to a proposal for the software product in 6 weeks. Can you move them to lost in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Move all customers that haven't responded to a proposal for the services product in 5 weeks to lost in the crm","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"I think there's a few customers that haven't responded to a proposal for the consulting product in 4 weeks. Can you move them to lost in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"I think there's a few customers that haven't responded to a proposal for the hardware product in 6 weeks. Can you move them to lost in the crm?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"We need to move all customers that haven't responded to a proposal for the hardware product in 4 weeks to lost. Can you update the CRM?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Move all customers that haven't responded to a proposal for the consulting product in 6 weeks to lost in the crm","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"We need to move all customers that haven't responded to a proposal for the software product in 6 weeks to lost. Can you update the CRM?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"We need to move all customers that haven't responded to a proposal for the hardware product in 5 weeks to lost. Can you update the CRM?","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
"Move all customers that haven't responded to a proposal for the consulting product in 5 weeks to lost in the crm","[]","","Error code: 400 - {'error': {'message': {'error': 'chat_completion: Invalid model name passed in model=gpt-4o'}, 'type': 'None', 'param': 'None', 'code': 400}}"
